url,company,time,company_homepage,company_address,position,position_desc,company_desc
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=252E71EC08163108F816AAD3D0DF3E42&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E318F8DFB32711E38A7CF8F3AD7ADD49F46B60F3FF58070D6A463AE98C819D445E3B8090A3A0351A61C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术国际化产品部,"
                    2013-09-13
                  ",http://www.baidu.com,北京市,Hao123高级产品设计师,"-负责国际Hao123二级页的产品架构、功能、前端产品设计，提升产品的用户量和活跃度
-监控自身产品数据，调研和监控行业竞品，并据此不断优化产品设计策略
-协同相关RD、UE、QA团队，制定产品升级迭代计划，推动产品的快速迭代和优化上线，优化产品迭代效率","-两年以上互联网网页产品设计相关工作经验
-热爱互联网产品设计行业，热衷从细节着手，分析和研究用户需求和使用行为偏好，发现用户使用产品的问题，提出解决方案，优化产品的用户体验
-出色的用户需求把握能力及产品交互设计能力，对于视觉设计，有良好的判断力
-对数据敏感，能把握产品核心数据指标，善于从大量的数据中解读出用户的行为特点和模式
-优秀的沟通能力和项目管理能力，良好的跨团队合作能力、推动和协调能力"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=B45396004DC6A4C90B861EE66D2667D5&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EDA6F7AFA434635A69EEB4E39ECC97FE68D48034A49EC3B4C9DA54BED694EB82016BAC2EF17C11A481C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术国际化产品部,"
                    2013-09-13
                  ",http://www.baidu.com,北京市,社交化游戏运营高级PM,"-负责国际化游戏业务(重点在小游戏方向)的游戏社交化运营，包含：
-游戏资源的决策和引入：针对海外市场游戏用户本地化需求分析以及游戏社交化运营的目标，评估和决策适合本地市场且具备社交化传播潜质的优秀游戏资源，推动引入
-游戏的推荐运营：分析自有游戏产品数据、竞品数据等，负责游戏产品内容资源的推荐，提升用户的转化率、留存率和活跃度
-游戏的社交化运营：负责游戏的社交化运营和推广，通过建设和不断优化玩家激励体系、活动或专题运营等，提升游戏平台整体用户量和活跃度","-资深游戏玩家，对投入游戏行业充满热情，3年以上游戏运营经验，包括flash小游戏运营或者页游游戏运营经验
-具备游戏或大型社区产品用户运营的经验，擅长用户激励机制的建设，或擅长游戏活动策划
-具备优秀的数据分析能力，善于从数据分析游戏推荐规则，从而促进数据的提升
-能独立思考和深入分析，具备优秀的沟通能力和逻辑分析能力
-具备SEO或Facebook运营的经验者优先"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=A0082B8292EEC8A5&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EC32CB3FD0222CB1A6099386AEC948337A7A969D1C38762791C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术业务审核管理部,"
                    2013-09-12
                  ",http://www.baidu.com,北京市,风险巡查专员,"-根据审核标准制定有效的巡查方案，进行日常违规巡查，并反馈相关接口
-针对每日巡查结果进行分析总结，提出优化巡查工作的建议，完善巡查体系，筑起业务风险防范的后防线
-定期对现有业务进行分析，挖掘潜在风险，并发起风险评估，提出业务风险控制的建议
-探索各个行业的风险问题点，不断总结经验，收集典型案例，及时反馈相关部门，帮助公司规避风险并树立良好形象","-本科及以上学历，有1年以上互联网行业风险防范类工作经验者优先
-具有较强的学习能力、领悟能力及沟通能力，能快速熟悉并掌握业务操作方法及流程，对新事物接受度较好
-熟练操作MS-office软件，特别是Excel、PPT
-能够承受较大的工作压力
-耐心、细致、认真负责、有上进心、有创新意识、善于思考
-对业务风险有一定的敏感度"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=13628E5A0CE96B7E&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E728CF2129DC5D614F9787EA0FF825E41DA110878EC57B5151C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术工程规划建设部,"
                    2013-09-12
                  ",http://www.baidu.com,北京市,工程建设前期主管,"-负责工程建设项目前期选址
-负责工程项目前期报规报建手续办理
-配合工程相关政府及主管部门关系协调","-本科以上学历，具有工程建设前期相关背景优先
-具有良好的沟通能力，熟悉工程项目前期报批手续及程序
-工作责任心强，具有良好的职业素养和执行力，善于学习和团队合作
-3-5年政府沟通相关工作经验，具有地方政府关系积累优先
-能承担较强的工作压力，能经常出差"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=8554EB554D856DC6&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EF63D2A3EB027180242E9D0449B18EC51B373E1493C0A99461C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术企业市场部,"
                    2013-09-12
                  ",http://www.baidu.com,北京市,产品市场经理,"-负责百度推广产品的市场推广工作
-洞察百度企业客户，特别是中小企业客户的营销需求，结合产品发展脉络规划面向客户的产品推广策略
-与产品团队充分配合，从市场角度进行产品品牌包装、卖点梳理、文案组织
-结合市场需求及产品特性，策划产品推广活动的创意策划和实施","-本科（含）以上学历，营销及相关专业
-两年以上互联网市场或营销相关的工作经验，有服务中小企业经验者优先
-熟悉互联网营销类产品，对相关行业的市场发展有一定理解；思维活跃，有较好的创意能力及学习能力
-具有良好的营销理论基础；良好沟通能力和方案策划能力"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=C85F620F011F6E1D&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E802BB8D48AF04E0C6AE1EFE5C01B61F8B7BD4AE208BF5CB91C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术行政部,"
                    2013-09-12
                  ",http://www.baidu.com,北京市,话务员,"-接听和转接总机来电
-解答简单问题","-普通话标准、口齿清晰、声音甜美
-大专以上学历；具备英文听说能力
-具备良好的心理素质和团队协作精神，较强的沟通能力和应变能力
-有话务工作经验优先"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=37C06ADCE6C5FE43&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E789E76768D88B0432650FDB6A8AF504D06D421371466ED911C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术工程规划建设部,"
                    2013-09-12
                  ",http://www.baidu.com,其它,现场经理（土建工程师）,"-全面负责现场管理，协调项目管理公司、监理、施工方
-设备（材料）供应商各方关系，对土建专业进行兼管","-从事工程管理8年以上，工民建专业，有甲方或项目管理公司经历不少于3年，项目经验不少于3个
该职位工作地点为阳泉"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=919A2487015991FE&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E2E419E964F05FBF919EB2986A02F4BC0EAE23F09730D99F31C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术工程规划建设部,"
                    2013-09-12
                  ",http://www.baidu.com,深圳市,现场管理工程师（深圳）,"-参与编制项目开发实施细则，负责工程实施过程中技术问题的解决和协调
-负责实现既定的质量目标、进度目标、安全目标
-定期向上级汇报各项指标进展情况
-负责审核检查预算工程量签证","-本科及以上学历，电气或暖通专业毕业
-有8年以上的施工单位电气或暖通工作经历，如果来自甲方，需要有5年施工单位经历
-有2个以上大于3万平方米电气或暖通项目施工（管理）业绩"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=5F8C8F080C06E72D&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EECC7339733ADA69B4A9E9EAFBF0E3166C112D9F2DF9200BB1C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术业务审核管理部,"
                    2013-09-12
                  ",http://www.baidu.com,北京市,推广内容审核专员,"-负责百度搜索推广客户、网盟推广客户所提交的文字、图片等推广内容的审核工作
-对突发风险进行紧急处理
-通过日常工作发现潜在风险，并发起评估
-定期对现有审核系统及审核流程提出优化方案","-正规统招专科以上学历，专业不限
-1年以上网站内容审核经验优先
-熟练使用office办公软件，具备一定的ppt呈现能力
-熟悉互联网，对互联网广告有丰富见解
-有耐心及强烈的工作责任感
-具备较高的风险防范意识，具有一定的新闻敏感性
-能接受周末值班优先"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=204A1461C84540DE&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E318F8DFB32711E380038C6C57CD40267D6979FD01ED4BBC51C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术百度音乐事业部,"
                    2013-09-11
                  ",http://www.baidu.com,北京市,高级数据分析师,"-负责产品的日常数据监控和分析，诊断出产品的问题，并提出解决方案
-通过数据深入理解产品和用户，挖掘出用户需求，为产品策略提供数据支撑
-跟踪行业趋势，定期输出竞品分析报告
-配合部门的战略发展，对现有业务或新业务进行高质量的分析，支持管理决策","-全日制统招本科或以上，统计，数学，数据挖掘等专业
-具备一定的数据分析理论基础，两年以上咨询、互联网行业分析领域工作经验
-熟练掌握多种统计方法和专业统计工具，对常用数据库有一定了解，具备快速处理基础数据的清洗，加工，汇总和制图的能力
-具备良好专业分析能力、语言与书面表达能力，可独立完成分析报告
-具备清晰缜密的逻辑思维能力，出色的沟通能力和协调能力，拥有强烈的责任心和团队合作精神
-优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情
-有用户行为数据分析经验者优先
-有团队管理或新人指导经验者优先
-具备Unix/Linux环境工作能力，能使用shell/python等脚本语言优先"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=5ACFC52312D8503572EEA80B78D4F01A&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EECC7339733ADA69B69CB07B9FBD4317CC4BF63276FF1B3A28352F916D187D27B5C43D775BC3D82151C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术联盟前端技术部,"
                    2013-09-11
                  ",http://www.baidu.com,上海市,Java研发工程师(上海）,"-承担商业产品业务系统功能模块的设计和开发工作
-开展Java相关技术的调研工作","-本科（含）以上
-至少2年javaweb项目研发经验
-对Java面向对象软件结构有深入理解以及很强的应用能力
-深入理解Spring、Struts和Hibernate等主流的开发框架
-熟悉JSP/Servlet/JavaScript等WEB开发技术
-对数据库的基本理论和内部实现机制有比较深刻的理解
-能够熟练应用mysql/oracle，有千万量级数据量的数据库设计能力
-熟练使用UNIX、LINUX，能进行shell编程
-数据库优化，性能调优
-学习能力强，拥有优秀的逻辑思维能力
-自我管理能力强，有良好的执行力
-有较好的沟通交流、团队协作能力"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=1C5FD15450C75E105A573C7754F66C1A&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E728CF2129DC5D614ED3BC354536267C70FA625F508200C72A5F490AF8EE77F247C58B479FA37A1101C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术移动产品管理部,"
                    2013-09-11
                  ",http://www.baidu.com,北京市,产品经理（语音产品设计与技术开放）,完成百度语音技术对厂商、开发者开放的方案设计、推广,"-熟悉语音市场，对厂商合作、开发者合作方面有经验，有大公司开放平台方面合作经验或者售前经验更佳
-有安卓软件产品设计经验
-善于沟通、交流、推动能力强"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=7F1C66E8C5B76A37&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4ED67BDCA4535EFEEFA805EFDFC582648D9A3F939A89DC390E1C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术上海分公司,"
                    2013-09-10
                  ",http://www.baidu.com,上海市,AR会计,"-处理收入、应收账款、回款、支付平台资金往来等相关数据核对及账务处理
-编制与收入、回款、应收账款余额等相关的各类报表和分析
-与相关管理和业务部门配合，及时提供各种分析报表
-对Oracle系统、ERP财务模块及公司内部操作系统，提出专业的优化方案和系统改善点
-完成上级交办的其他工作任务","-全日制本科以上学历
-3年以上会计工作经验,熟悉日常财务工作流程
-熟练掌握OFFICE办公软件，有ORACLE或ERP系统操作经验者优先,每分钟打字速度60个以上
-沟通技能良好，能承担工作压力，有团队合作精神
-执行力强
工作地点：上海市虹口区花园路128号
有意者请将个人简历投递至：shcs@sh.baidu.com"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=A675CB505664CD2D86A9D114ABFBE654&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EC32CB3FD0222CB1AFB258277490C31A40F862E8BB36324D1BB313CEA2C4CA4431F7C372FC22208F81C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术搜索资源合作部,"
                    2013-09-10
                  ",http://www.baidu.com,北京市,商务拓展,"-根据部门业务规划，执行业务端对外合作
-与合作伙伴沟通业务合作方案
-日常跟进对外合作项目，协调各方工作
-拓展、维护合作伙伴关系","-本科（含）以上
-5年以上互联网工作经验，具有一定的行业资源
-理解互联网各业务模式
-有项目管理及商务合作经验者、知名互联网公司工作经历者优先
-具备商务谈判及客户管理、商业合作方案撰写及演示
-敏锐的市场感知、把握市场动态和市场方向的能力
-具备较强的沟通、表达能力
-.思维敏捷、高情商"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=D402989BFAEF8DF1&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4ECFB8A8436BC909633B1EBD731E447A044D755885E47223151C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术电商平台部,"
                    2013-09-10
                  ",http://www.baidu.com,北京市,高级C++研发工程师（北京）,"-设计研发垂直检索系统
-制定检索策略，优化检索系统
-基础数据分析处理","-本科（含）以上学历
-熟悉c++,三年以上c++系统开发经验
-熟悉linux平台的开发,熟悉至少一种脚本语言
-对数据结构和算法设计有较深刻的理解
-设计或作为核心人员开发过大访问量的在线server系统
-有系统策略优化方面的背景
-电商、广告行业优先
-有NLP相关背景的优先
-具备数据抓取、抽取、中心词分析相关经验
-富有激情，执行力强"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=F0DFD23C9DE7D788CD9200FA4D0CA727&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E577A7AF5A80647D4505EF88196BC261F9403120283CDD0F812D1C827440FC854E070CC3EA9E3A1161C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术知识搜索产品市场部,"
                    2013-09-09
                  ",http://www.baidu.com,北京市,反spam产品经理,"-掌握百度知道的作弊情况和对用户体验伤害情况
-制定评估标准和团队目标
-保障团队目标的达成
-制定反作弊策略，有效阻断作弊信息的提交，打击作弊用户
-保证策略效果和策略准确率
-响应业务线需求，实现对业务线的灵活支持","-本科以上学历，具备两年以上策略相关产品经验
-目标导向，积极主动，责任心强
-良好的沟通能力和项目管理能力
-抗压能力强"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=A41EC9D066CDCE9DF816AAD3D0DF3E42&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EC32CB3FD0222CB1A8EA9EB2253712F50640912AFEEA57FCBA463AE98C819D445E3B8090A3A0351A61C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术商业基础平台部,"
                    2013-09-09
                  ",http://www.baidu.com,北京市,C/C++高级研发工程师,"-负责百度风险防控等商务基础平台后台服务软件架构设计及研发
-负责算法改进、架构优化及策略研发
-对现有系统的不足进行分析，找到目前系统的瓶颈，改进商务平台系统的算法，提高系统性能","-相关专业本科或以上学历，拥有扎实的计算机基础理论知识
-三年以上相关工作经验
-精通C/C++编程语言
-有强烈的上进心和求知欲，善于学习新事物，对技术充满激情
-务实、逻辑思维缜密、工作细致有耐心
-具有很强的分析问题和解决问题的能力，勇于面对挑战性问题
-具有良好的学习能力、时间和流程意识、沟通能力、团队合作、坦诚直接
-有较好的沟通交流能力，能够迅速融入团队"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=B5A8CB4727E3988AAC33796963D90F2D&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EDA6F7AFA434635A6151EAF636D84F5345B8EB43AF74475410B2040C17DD208361823289D3FCEC87A1C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术商业基础平台部,"
                    2013-09-09
                  ",http://www.baidu.com,"北京市,上海市",PHP高级高级开发工程师,"-负责互联网产品架构设计及其重要功能模块的开发
-对现有系统的不足进行分析，找到目前系统的瓶颈，改进系统算法，提高系统性能
-重点项目的设计方案支持与评审，难点公关
-组织技术交流和培训","-三年以上中型或大型互联网产品软件的研发工作经验
-对OOA\OOD\OOP等思想有深入的理解以及很强的应用能力，具有很强的业务需求分析能力
-熟悉PHP/Java/C等多种开发语言，了解各种主流框架（如PHP的MVC框架、Java的SSH）的使用及其原理
-具备优秀的数据库设计和优化能力，至少精通一种数据库应用
-熟悉Linux\Unix，能进行shell编程
-有强烈的上进心和求知欲，善于学习新事物，对技术充满激情
-务实、逻辑思维缜密、工作细致有耐心
-具有很强的分析问题和解决问题的能力，勇于面对挑战性问题
-具有良好的学习能力、时间和流程意识、沟通能力、团队合作、坦诚直接
-有较好的沟通交流能力，能够迅速融入团队"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=9724EBB54054CA7872EEA80B78D4F01A&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E2E419E964F05FBF91E51C54ADED82AF6F56E7687F2395CD78352F916D187D27B5C43D775BC3D82151C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术云生态部,"
                    2013-09-06
                  ",http://www.baidu.com,北京市,移动云高级产品运营师,"-针对产品近期以及长期目标制定运营,市场营销相关计划，并负责推动落实具体目标达成
-梳理产品对外文档
-监控产品运营各数据指标，不断完善产品运营数据的收集展现
-推进产品的市场宣传与影响力建设
-针对业务发展需求拓展各运营手段，包括但不限于建立渠道，发展重要合作伙伴，发起线上线下活动，PR等等
-对平台产品提出运营需求并推动产品化","-具有完整市场营销或运营工作经验3年或以上,最好相关移动或互联网行业
-能够熟练的听说读写中英文
-对移动互联网或互联网行业有深刻的理解以及市场化的思维
-对互动营销、新媒体营销、SEO/SEM等方面有深刻的认识与实际工作经验
-有在行业内生态系统进行市场营销工作经验的人优先考虑
-具备较强的项目管理与跨团队推动能力
-具有一定的文案功底"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=6EDA051F5C5F4D57&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4E39A7ED57320CF149A92E8089A11BCFBBC88E320C7A8C43261C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术复合搜索部,"
                    2013-09-06
                  ",http://www.baidu.com,北京市,产品架构师,"-负责网页搜索产品业务方向的把握和战略规划，制定团队目并指导达成
-独立负责产品项目，对项目效果、项目管理、人员成长负责
-研究搜索引擎市场和整个互联网市场，解读市场变化和并做出前瞻性判断
-帮助团队成员成长，培养骨干，培养梯队，提升团队产品专业能力
-前瞻性、创新性产品研究","-熟悉互联网行业，对行业状态、行业变化敏感，并有独立的理解和判断，具备战略分析、前瞻性判断能力
-熟悉搜索引擎，了解网页搜索的业务逻辑、商业模式和市场格局
-擅长从用户角度考虑问题，对用户需求有较好的识别和判断
-丰富的产品设计和产品运营经验，可主导产品方向并制定长期规划
-优秀的项目管理能力，沟通高效，擅长团队内外协调，人才培养，能够有力推动项目进展，
-清晰缜密的逻辑思维，有热情，富于创新精神，有意愿尝试探索新产品方向
-认同百度文化，能快速融入团队。有强烈责任心和团队荣誉感"
http://talent.baidu.com/baidu/web/templet1000/index/corpwebPosition1000baidu!getOnePosition?postIdEnc=8600AAE13D275E330B861EE66D2667D5&brandCode=1&recruitType=2&lanType=1&operational=6637AA56FA08745E71A74EA6AC68D5FFF28F462DA4C19FB3FABC8882DE74DA1C0FDB6AEAC9F8C487108CCBE39D45983B54F375AA1CAE83E6A21F36A7DBB429FDA1AA45697C458F4EF63D2A3EB0271802399527B9F7147638DB82E4622EC89C159DA54BED694EB82016BAC2EF17C11A481C8FE41D11E20AFFA9511543837DA597ADA993F4A79495C679D35888897C39FD21D98BCC2FE67575CAED499E9C86325CC3D44DA1C73F4DA945C7FA90CE9460F2,百度在线网络技术复合搜索部,"
                    2013-09-06
                  ",http://www.baidu.com,北京市,高级产品设计师（安全方向）,"-负责搜索安全方向的产品设计项目，解决用户搜索安全问题，提升用户安全感知
-深入理解用户需求，发现问题，提出新的出产品思路
-主导产品方向的长期规划，拆解具体可执行的项目，参与方向的新人指导
-与运营团队紧密配合，达成产品推广目标","-优秀的产品设计能力，有丰富的产品项目经验，能独立完成设计类产品的循环，具备基本的产品运营意识
-熟悉互联网行业,对搜索引擎基本原理和产品形态有理解和判断
-严谨的逻辑分析和良好的需求判断能力,对技术实现有了解
-沟通高效,有出色的项目管理能力
-优秀的规划能力，能够基于目标拆解出可执行的产品方向。
-2年以上工作经验优先"
